;respno;country;country_r5list;countrybyregion;urbrur;region;locationlevel1;locationlevel2;locationlevel3;locationlevel4;locationlevel5;townvill;eanumb;eanumb_ab;uniqueea;ea_svc_a;ea_svc_b;ea_svc_c;ea_svc_d;ea_fac_a;ea_fac_b;ea_fac_c;ea_fac_d;ea_fac_e;ea_fac_f;ea_fac_g;ea_sec_a;ea_sec_b;ea_sec_c;ea_sec_d;ea_sec_e;ea_road_a;ea_road_b;nocall_1;nocall_1other;nocall_2;nocall_2other;nocall_3;nocall_3other;nocall_4;nocall_4other;nocall_5;nocall_5other;nocall_6;nocall_7;prevint;thisint;adult_ct;calls;dateintr;strtime;q1;q2;q2other;q3;q4a;q4b;q5;q6;q7;q8a;q8b;q8c;q8d;q8e;q8f;q9;q10a;q10b;q11a;q11b;q12a;q12b;q12c;q12d;q12e;q13;q14;q15a;q15b;q15c;q16;q17;q18;q19a;q19b;q20a;q20b;q21;q22;q23a;q23b;q23c;q23d;q24a;q24b;q24c;q24d;q24e;q24f;q25a;q25b;q26a;q26b;q26c;q26d;q26e;q26f;q27a;q27b;q27c;q27d;q27e;q28a;q28b;q28c;q28d_arb;q29a;q29b;q29c;q29d;q29e;q29f;q29g;q30;q31;q32;q33;q34;q35;q36;q37;q38;q39;q39_arb_a;q39_arb_b;q39_arb_c;q39_arb_d;q40;q41;q42a;q42b;q42c;q43;q44;q45a;q45b;q45c;q45d;q45e;q46;q47a;q47b;q48a;q48b;q48c;q48d;q48e;q48f;q49;q50;q51a;q51b;q51c;q51d;q52a;q52b;q52c;q52d;q52e;q52f;q52g;q52h;q52i;q52j;q52k;q52l;q53a;q53b;q53c;q53d;q53e;q53f;q53g;q53h;q53i;q53j;q54;q55a;q55b;q55c;q55d;q55e;q55f;q55g;q55h;q55i;q55j;q55k;q55l;q56;q57a;q57b;q58;q58other;q59a;q59b;q60pt1;q60pt1other;q60pt2;q60pt2other;q60pt3;q60pt3other;q61a;q61b;q62;q63a;q63b;q63c;q63d;q64;q65a;q65b;q65c;q66a;q66b;q66c;q66d;q66e;q66f;q66g;q66h;q66i;q66j;q66k;q66l;q66m;q67a;q67b;q68a;q68b;q68c;q68d;q69a;q69b;q69c;q70a;q70b;q71a;q71b;q71bother;q72;q73a;q73b;q73c;q73d;q73e;q74a;q74aother;q74b;q74bother;q75a;q75b;q76;q77;q78;q79a;q79b;q80a;q80aother;q80b;q81a;q81b;q81c;q81d;q81e;q87;q87other;q88a;q88b;q89a;q89b;q89c;q89d;q89e;q90a;q90b;q90bother;q91a;q91b;q91c;q91d;q92a;q92b;q93a;q93b;q94;q95;q96a;q96b;q97;q98a;q98aother;q98b;q99;q99other;q100;endtime;length;q101;q102;q102other;q103;q103other;q104;q105;q106;q107a;q107b;q107c;q107d;q107e;q108;q110a;q110b;q110c;q110d;q110e;q110f;q112;q113;q114;q115;q116;q116other;q116a1;q116a1_other;q117;withinwt;combinwt;r1only;r2only;r3only;r4only;r5only;westafricaonly;eastafricaonly;southernafricaonly;northafricaonly;centralafricaonly;geoname_id;precision_code;place_name;latitude;longitude;location_type_code;geoname_adm_code;geoname_adm_name;location_class;geographic_exactness
47299;TUN0563;33;32;4;1;1594;El Aroussa;;;;;El Aroussa;1;71;791224;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;0;1;;1;;1;;6;;9997;;9997;9997;2;1;3;1;29-Apr-15;2:29:00 PM;36;5;;2;1;2;2;2;9;0;0;0;1;0;7;1;4;0;0;0;2;4;1;4;4;3;0;3;9;9;4;4;1;0;0;1;3;7;3;0;0;0;0;0;0;0;0;0;0;7;7;3;3;3;2;3;2;0;0;0;0;0;1;1;1;99;1;Freedom of expression;Security and safety;Improving economy;1;4;5;3;2;1;5;5;4;4;2;4;4;99;99;99;99;1;0;5;5;5;1;1;1;1;0;1;0;3;1;1;9;9;1;3;2;0;9;4;2;2;1;0;3;3;3;3;3;3;2;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;4;1;0;7;7;1;0;2;0;7;7;7;7;7;7;7;7;;1;1;23;;1;;33;Prices rising;3;0;4;1;1;1;1;3;3;1;2;3;1;3;1;1;3;2;1;4;4;4;1;4;1;1;99;99;99;99;9;0;1;2;4;4;0;;0;7;7;7;7;7;16;;9996;;3;3;1;4;1;0;1;1;;3;2;1;5;5;1;99;;99;99;3;3;9;3;3;8;9997;;1;1;0;1;4;4;1;1;5;3;10;4;6;18;;6;9998;;1;3:41:00 PM;72;1;4;;5;;1;8;1;0;0;0;0;0;0;1;1;1;1;2;1;TUN11;24;1;2;5;;48;;3;1.2913564;1.29;0;0;0;0;1;0;0;0;1;0;2473851;1;El Aroussa;36.383331;9.4499998;PPL;6295630|6255146|TN|00;Earth|Africa|Tunisia|El Aroussa;2;1
47300;TUN0564;33;32;4;1;1594;El Aroussa;;;;;El Aroussa;1;71;791224;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;0;1;;1;;9997;;9997;;9997;;9997;9997;1;2;2;2;29-Apr-15;2:26:00 PM;46;5;;1;3;3;3;3;4;0;0;0;1;0;7;0;0;0;0;0;0;4;0;0;0;1;0;3;3;4;3;3;4;0;0;0;0;7;4;0;0;0;0;0;0;0;0;0;0;7;7;3;1;3;1;3;2;1;1;1;0;1;4;5;2;99;1;Freedom;Human rights;;1;1;9996;3;3;1;3;3;3;3;2;3;1;99;99;99;99;3;3;5;5;5;1;3;3;3;0;1;1;2;2;2;1;9;2;3;3;1;3;1;1;3;2;0;3;1;0;1;1;3;1;3;3;1;3;0;9;9;9;9;1;0;0;1;2;2;1;7;7;3;0;7;7;7;7;7;7;7;7;7;7;7;0;;0;1;3;;4;;2;;1;0;1;1;1;1;2;2;3;4;1;3;1;1;1;1;3;3;2;4;3;2;3;4;3;1;99;99;99;99;1;1;0;3;4;5;2;;0;7;7;7;7;7;18;;9996;;3;2;4;3;1;0;0;2;;3;9;9;4;4;5;99;;99;99;1;1;1;1;1;1;1580;;0;1;0;1;4;0;1;1;5;0;7;2;2;18;;6;1580;;1;3:42:00 PM;76;2;4;;5;;1;8;1;0;0;0;0;0;0;1;2;1;1;2;2;TUN03;34;1;2;5;;48;;7;1.2913564;1.29;0;0;0;0;1;0;0;0;1;0;2473851;1;El Aroussa;36.383331;9.4499998;PPL;6295630|6255146|TN|00;Earth|Africa|Tunisia|El Aroussa;2;1
47301;TUN0565;33;32;4;1;1594;El Aroussa;;;;;El Aroussa;1;71;791224;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;0;1;;3;;3;;9997;;9997;;9997;9997;2;1;5;1;29-Apr-15;4:10:00 PM;68;5;;9;2;2;3;3;9;0;0;0;0;0;7;0;0;0;0;0;0;4;0;0;0;2;1;3;4;4;9;1;4;0;0;1;1;1;4;1;1;0;0;0;0;0;0;0;0;7;7;3;2;3;2;3;2;1;0;0;0;0;4;1;5;99;1;Freedom in general;;;1;9996;9996;1;4;1;4;1;1;1;5;1;3;99;99;99;99;2;3;4;5;5;1;1;0;2;9;1;9;1;2;2;9;1;1;2;3;0;3;4;3;2;3;0;2;9;2;2;2;1;2;3;3;2;2;2;9;9;9;1;1;9;9;0;0;1;2;7;7;3;0;1;0;7;7;7;7;7;7;7;7;7;7;;0;1;3;;4;;1;;3;0;4;1;2;1;2;4;2;3;4;3;1;1;1;1;3;3;3;3;2;1;3;3;3;3;99;99;99;99;0;0;1;2;4;5;2;;0;7;7;7;7;7;9;;4;;3;2;4;4;4;9;9;3;;3;2;3;9;5;4;99;;99;99;1;3;1;3;3;0;9997;;0;1;0;1;3;0;1;1;2;0;6;2;2;18;;6;9999;;99;4:53:00 PM;43;1;4;;5;;1;8;1;0;0;0;0;0;1;1;1;1;1;1;1;TUN08;27;1;2;5;;48;;8;1.2913564;1.29;0;0;0;0;1;0;0;0;1;0;2473851;1;El Aroussa;36.383331;9.4499998;PPL;6295630|6255146|TN|00;Earth|Africa|Tunisia|El Aroussa;2;1
47302;TUN0566;33;32;4;1;1594;El Aroussa;;;;;El Aroussa;1;71;791224;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;0;1;;3;;3;;7;;6;;1;9997;1;2;7;1;29-Apr-15;4:12:00 PM;26;5;;1;1;2;4;3;9;2;0;2;3;2;2;0;0;0;0;0;4;4;0;3;3;2;1;3;4;4;4;1;4;0;2;3;3;1;3;1;1;0;0;3;0;0;0;0;0;1;2;3;1;2;2;3;2;1;0;1;0;1;1;1;1;99;1;People participation in public opinions/affairs;Providing jobs for the youth;Freedom of expression;2;5;1;3;4;1;1;1;4;1;1;4;1;99;99;99;99;3;3;5;5;5;1;1;2;1;9;2;9;3;2;2;9;2;2;2;9;9;2;3;0;2;2;0;2;1;1;3;1;1;0;2;3;1;1;1;9;9;1;1;1;1;1;1;1;1;3;7;7;3;0;2;0;2;0;2;0;7;7;7;7;7;7;;1;1;3;;1581;Development;13;;2;0;3;1;1;1;2;4;1;4;2;2;3;2;1;2;3;3;3;3;3;2;2;3;2;2;99;99;99;99;3;3;1;2;3;4;2;;0;7;7;7;7;7;14;;16;;3;3;4;4;2;1;9;2;;1;3;2;3;5;4;99;;99;99;3;3;3;3;1;0;9997;;1;1;0;1;4;3;1;1;4;3;11;4;8;18;;6;9999;;1;5:04:00 PM;52;2;4;;5;;1;8;4;0;0;0;0;0;0;1;1;1;1;1;1;TUN17;40;2;2;5;;48;;7;1.2913564;1.29;0;0;0;0;1;0;0;0;1;0;2473851;1;El Aroussa;36.383331;9.4499998;PPL;6295630|6255146|TN|00;Earth|Africa|Tunisia|El Aroussa;2;1
47303;TUN0567;33;32;4;1;1594;El Aroussa;;;;;El Aroussa;1;71;791224;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;0;9997;;9997;;9997;;9997;;9997;;9997;9997;2;1;6;2;29-Apr-15;4:07:00 PM;30;5;;2;1;3;3;1;1;0;2;2;0;2;1;0;0;0;0;0;3;4;2;2;2;2;0;3;1;4;3;3;2;0;0;1;0;1;4;0;0;0;0;0;0;3;0;0;0;1;2;3;1;2;2;3;1;1;1;1;0;1;2;1;1;99;1;Freedom;organization;Justice;1;12;6;3;4;1;2;3;4;1;3;4;1;99;99;99;99;2;3;2;5;5;2;1;1;3;1;1;0;2;2;1;1;1;1;2;3;0;3;1;0;3;1;1;3;1;1;3;3;2;0;1;3;0;3;1;0;1;2;1;1;1;1;0;1;1;1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;;0;1;3;;23;;24;;1;0;0;1;1;1;1;2;2;5;2;3;1;1;1;1;3;3;2;1;3;2;3;4;3;3;99;99;99;99;0;1;0;3;2;2;0;;0;7;7;7;7;7;16;;14;;3;3;4;3;2;2;2;3;;3;2;4;3;4;4;99;;99;99;1;1;1;1;1;0;9997;;1;1;0;1;4;3;1;1;5;2;6;2;3;18;;1;1580;;2;5:07:00 PM;60;1;4;;5;;1;8;4;0;0;0;0;0;0;1;2;1;2;1;1;TUN03;34;1;2;5;;48;;7;1.2913564;1.29;0;0;0;0;1;0;0;0;1;0;2473851;1;El Aroussa;36.383331;9.4499998;PPL;6295630|6255146|TN|00;Earth|Africa|Tunisia|El Aroussa;2;1
47304;TUN0568;33;32;4;1;1594;El Aroussa;;;;;El Aroussa;1;71;791224;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;0;2;;2;;3;;2;;6;;9997;9997;1;2;3;1;29-Apr-15;4:11:00 PM;25;5;;2;1;1;1;1;4;0;0;0;2;3;3;0;0;0;0;0;0;4;0;4;4;3;2;4;4;4;4;4;4;0;0;1;4;1;4;0;0;1;0;0;0;0;0;0;0;7;7;3;2;3;2;3;2;1;3;1;0;2;1;1;1;99;1;Freedom of expression;Equality and justice between people;Security and stability;1;6;4;3;1;1;4;1;1;1;1;4;4;99;99;99;99;4;3;5;5;5;1;1;1;3;2;0;2;3;0;2;3;0;1;3;3;0;3;1;0;2;2;0;3;3;3;0;0;3;3;2;3;3;3;1;1;1;3;1;1;1;0;1;1;1;2;7;7;1;0;1;0;7;7;7;7;7;7;7;7;7;7;;0;0;1581;Development;23;;4;;3;0;3;1;1;1;1;4;4;1;1;3;1;2;1;1;4;3;1;1;4;2;1;4;1;1;99;99;99;99;3;3;3;2;4;5;2;;0;7;7;7;7;7;12;;2;;2;2;1;4;3;9;9;2;;3;2;5;6;5;5;99;;99;99;3;3;1;3;3;1;1583;;1;1;0;1;4;4;1;1;5;1;0;7;9;18;;6;1582;;1;5:15:00 PM;64;2;4;;5;;1;8;4;0;0;0;0;0;0;1;1;1;1;1;1;TUN11;24;1;2;5;;48;;3;1.2913564;1.29;0;0;0;0;1;0;0;0;1;0;2473851;1;El Aroussa;36.383331;9.4499998;PPL;6295630|6255146|TN|00;Earth|Africa|Tunisia|El Aroussa;2;1
47305;TUN0569;33;32;4;2;1594;El  Krib;;;;;Borj El Messaou;2;72;802368;1;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;1;0;9997;;9997;;9997;;9997;;9997;;9997;9997;2;1;3;1;29-Apr-15;6:12:00 PM;46;5;;1;1;1;2;4;4;0;2;0;1;4;6;3;4;4;0;0;4;4;4;0;0;3;2;4;4;4;4;1;4;0;0;4;4;1;4;1;1;1;0;3;3;3;3;3;0;2;2;3;1;3;1;3;3;1;3;4;0;0;5;1;5;99;1;Freedom;Dignity;Job;1;12;5;3;4;1;1;1;1;4;1;4;1;99;99;99;99;1;1;5;5;5;1;1;2;2;9;2;3;2;0;0;3;2;2;2;2;2;0;1;0;3;3;0;3;0;0;0;0;0;0;0;3;0;3;0;0;1;1;2;2;2;2;1;2;2;1;7;7;3;0;2;0;2;0;7;7;2;0;7;7;7;7;;0;0;4;;13;;3;;1;0;4;1;1;1;2;1;3;1;1;2;2;2;3;1;3;3;1;3;2;2;2;3;1;1;99;99;99;99;3;4;1;2;2;4;1;;3;2;2;0;0;3;14;;16;;2;3;4;4;3;0;0;2;;1;2;1;5;5;4;99;;99;99;3;3;1;1;1;1;1580;;1;1;1;1;4;0;1;1;5;1;3;1;4;18;;6;9999;;1;7:08:00 PM;56;1;4;;5;;1;8;5;0;0;0;0;0;0;1;1;1;1;1;1;TUN17;40;2;2;5;;48;;7;.88465393;.88;0;0;0;0;1;0;0;0;1;0;11204019;1;Borj El Messaoudi;36.289848;9.0615501;PPL;6295630|6255146|TN|22|11204019;Earth|Africa|Tunisia|Gouvernorat de Siliana|Borj El Messaoudi;2;1
47306;TUN0570;33;32;4;2;1594;El  Krib;;;;;Borj El Messaou;2;72;802368;1;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;1;0;1;;2;;9997;;9997;;9997;;9997;9997;1;2;1;1;29-Apr-15;6:25:00 PM;40;5;;2;2;2;2;2;4;1;0;0;1;0;7;0;1;1;0;0;0;4;0;0;0;0;0;3;1;3;3;2;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;7;7;3;1;3;2;3;9;9;1;1;0;0;2;2;2;99;3;;;;9999;9996;9996;1;3;2;2;3;3;3;3;3;2;99;99;99;99;8;0;4;4;4;2;3;1;3;1;1;0;3;1;2;1;0;1;3;3;2;3;2;1;3;3;0;0;1;1;1;0;1;1;1;3;1;1;0;9;9;9;9;9;9;9;9;9;9;1;7;7;4;0;1;0;7;7;2;0;7;7;7;7;7;7;;0;1;4;;3;;20;;2;9;9;1;1;1;2;9;1;2;4;3;1;1;1;2;3;3;2;3;3;3;1;3;1;3;99;99;99;99;1;0;1;3;3;4;2;;0;7;7;7;7;7;0;;9996;;2;2;3;2;2;0;0;1;;3;9;9;9;9;9;99;;99;99;1;1;1;1;1;0;9997;;0;1;0;1;4;0;1;1;5;0;2;1;1;18;;6;9999;;99;7:13:00 PM;48;2;4;;5;;2;8;4;1;0;0;0;0;3;1;2;1;1;1;1;TUN03;34;1;2;5;;48;;7;.88465393;.88;0;0;0;0;1;0;0;0;1;0;11204019;1;Borj El Messaoudi;36.289848;9.0615501;PPL;6295630|6255146|TN|22|11204019;Earth|Africa|Tunisia|Gouvernorat de Siliana|Borj El Messaoudi;2;1
47307;TUN0571;33;32;4;2;1594;El  Krib;;;;;Borj El Messaou;2;72;802368;1;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;1;0;6;;9997;;9997;;9997;;9997;;9997;9997;2;1;2;1;29-Apr-15;6:11:00 PM;40;5;;2;1;3;3;1;4;2;2;0;2;3;1;0;0;0;0;0;0;3;0;0;0;3;0;3;2;2;4;4;1;0;0;1;3;1;3;0;0;0;0;0;0;0;0;0;0;7;7;3;2;3;2;3;2;1;1;1;0;0;4;5;2;99;3;;;;9999;9996;9996;9;3;1;1;1;4;5;4;4;4;99;99;99;99;8;9;4;4;4;1;3;2;2;9;1;1;3;1;2;9;9;1;1;3;0;1;1;2;2;2;0;3;2;2;2;2;3;2;3;3;2;3;2;1;1;1;1;1;1;1;1;1;0;4;7;7;7;7;7;7;1;0;7;7;7;7;7;7;7;8;;1;1;1;;3;;23;;3;0;4;1;1;1;1;2;3;4;4;3;3;3;1;1;3;3;1;3;4;3;3;4;3;1;99;99;99;99;0;1;3;4;4;4;2;;0;7;7;7;7;7;2;;5;;3;3;1;4;3;9;9;1;;3;2;4;5;5;4;99;;99;99;3;3;1;3;3;0;9997;;0;1;0;1;4;0;3;1;4;3;3;2;2;18;;6;1580;;1;7:03:00 PM;52;1;4;;5;;1;8;4;0;0;0;0;0;0;1;1;1;1;1;1;TUN11;24;1;2;5;;48;;3;.88465393;.88;0;0;0;0;1;0;0;0;1;0;11204019;1;Borj El Messaoudi;36.289848;9.0615501;PPL;6295630|6255146|TN|22|11204019;Earth|Africa|Tunisia|Gouvernorat de Siliana|Borj El Messaoudi;2;1
47308;TUN0572;33;32;4;2;1594;El  Krib;;;;;Borj El Messaou;2;72;802368;1;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;1;0;9997;;9997;;9997;;9997;;9997;;9997;9997;1;2;3;1;29-Apr-15;6:12:00 PM;37;5;;2;3;4;3;4;4;0;0;0;0;0;7;0;2;2;0;0;0;4;3;0;0;2;1;3;4;4;1;4;1;0;0;1;4;1;4;1;0;1;0;0;0;0;0;0;0;7;7;3;2;3;2;3;3;1;2;1;0;0;1;1;5;99;1;Freedom;Equality;;1;6;9996;3;2;1;2;4;4;3;5;4;4;99;99;99;99;2;3;5;5;4;4;1;2;3;1;0;0;2;2;2;3;9;2;2;3;0;1;2;1;0;1;0;3;2;2;2;2;3;0;2;3;2;0;0;0;1;0;1;0;1;0;0;2;0;4;1;0;2;0;2;0;7;7;1;0;2;0;7;7;7;7;;2;2;23;;4;;29;;4;1;6;2;1;1;3;2;3;4;5;3;3;3;3;3;3;3;3;3;4;3;3;4;3;3;99;99;99;99;0;3;1;1;4;4;2;;1;0;0;0;0;0;2;;14;;3;3;4;4;4;2;2;1;;1;2;4;3;5;4;99;;99;99;1;3;1;1;3;1;1580;;1;1;0;1;4;0;1;2;2;1;0;7;3;18;;3;1580;;5;7:03:00 PM;51;2;4;;5;;1;8;1;0;0;0;0;0;0;1;1;1;1;1;1;TUN08;27;1;2;5;;48;;8;.88465393;.88;0;0;0;0;1;0;0;0;1;0;11204019;1;Borj El Messaoudi;36.289848;9.0615501;PPL;6295630|6255146|TN|22|11204019;Earth|Africa|Tunisia|Gouvernorat de Siliana|Borj El Messaoudi;2;1
47309;TUN0573;33;32;4;2;1594;El  Krib;;;;;Borj El Messaou;2;72;802368;1;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;1;0;3;;9997;;9997;;9997;;9997;;9997;9997;2;1;2;1;29-Apr-15;7:19:00 PM;43;5;;2;2;4;3;4;9;0;0;0;0;0;7;0;0;0;0;0;0;4;3;0;0;2;1;4;4;4;1;4;1;0;0;4;3;1;4;0;0;1;0;0;0;0;0;0;0;7;7;3;3;3;1;3;1;1;0;0;0;0;1;1;1;99;1;Freedom of opinion;Justice;;1;6;9996;3;4;1;4;4;2;3;5;1;4;99;99;99;99;4;3;5;5;5;1;1;1;2;0;0;0;3;2;3;3;0;3;2;3;1;3;5;0;2;0;0;3;3;3;3;3;3;0;1;2;3;9;1;1;1;1;1;2;0;0;9;1;1;4;1;0;4;0;7;7;4;0;7;7;7;7;7;7;7;1;;0;3;3;;1;;20;;3;0;1;1;2;2;1;5;1;2;5;2;3;1;1;3;3;1;1;9;2;3;2;3;3;1;99;99;99;99;2;0;1;1;4;5;1;;0;7;7;7;7;7;9995;Tolerance;9996;;3;3;3;4;4;1;0;1;;1;1;4;4;5;4;99;;99;99;1;1;1;3;3;0;9997;;0;1;1;1;4;0;1;1;2;3;9;1;2;18;;2;1580;;99;8:31:00 PM;72;1;4;;5;;1;8;1;0;0;0;0;0;0;1;1;1;1;1;1;TUN08;27;1;2;5;;48;;8;.88465393;.88;0;0;0;0;1;0;0;0;1;0;11204019;1;Borj El Messaoudi;36.289848;9.0615501;PPL;6295630|6255146|TN|22|11204019;Earth|Africa|Tunisia|Gouvernorat de Siliana|Borj El Messaoudi;2;1
47310;TUN0574;33;32;4;2;1594;El  Krib;;;;;Borj El Messaou;2;72;802368;1;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;1;0;6;;9997;;9997;;9997;;9997;;9997;9997;1;2;2;1;29-Apr-15;7:18:00 PM;40;5;;1;3;3;4;1;4;0;0;0;0;2;4;0;3;3;0;0;0;4;0;0;0;3;0;4;4;4;1;4;1;0;0;1;3;0;4;0;0;0;0;0;0;0;0;0;0;7;7;3;2;3;2;3;2;1;1;1;0;1;4;5;1;99;1;Freedom for people;;;1;9996;9996;3;4;1;1;4;4;1;9;9;1;99;99;99;99;3;3;5;9;4;1;2;1;2;9;1;9;0;0;9;3;9;3;3;2;0;1;1;2;2;0;0;9;3;9;9;0;9;9;9;3;9;9;0;9;9;1;1;1;9;1;9;1;1;3;7;7;1;0;7;7;7;7;7;7;4;0;7;7;7;7;;0;1;3;;33;High prices;4;;1;0;9;1;1;1;1;2;1;4;2;1;1;1;1;1;1;9;1;3;4;3;4;4;4;1;99;99;99;99;9;1;0;2;4;4;2;;3;2;0;0;0;3;4;;2;;2;2;1;4;4;9;9;3;;3;3;1;5;5;2;99;;99;99;3;3;1;1;3;0;9997;;1;1;0;1;4;0;1;1;5;0;2;1;4;18;;6;9997;;5;8:32:00 PM;74;2;4;;5;;1;8;4;1;1;0;0;0;1;1;2;2;1;3;2;TUN11;24;1;2;5;;48;;3;.88465393;.88;0;0;0;0;1;0;0;0;1;0;11204019;1;Borj El Messaoudi;36.289848;9.0615501;PPL;6295630|6255146|TN|22|11204019;Earth|Africa|Tunisia|Gouvernorat de Siliana|Borj El Messaoudi;2;1
47311;TUN0575;33;32;4;2;1594;El  Krib;;;;;Borj El Messaou;2;72;802368;1;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;1;0;9997;;9997;;9997;;9997;;9997;;9997;9997;2;1;4;1;29-Apr-15;7:32:00 PM;23;5;;2;1;3;3;4;4;0;0;0;0;0;7;0;0;0;0;0;2;3;3;4;4;2;1;4;4;4;2;4;3;0;0;2;2;1;2;1;1;0;0;0;1;0;2;0;2;1;2;3;1;2;2;3;2;3;1;0;0;2;1;2;1;99;1;Free elections;The National Assembly;Fair law;3;8;8;2;3;1;3;3;3;3;2;4;1;99;99;99;99;2;3;4;4;4;1;1;3;2;1;9;1;2;2;2;2;1;0;2;3;1;3;4;1;2;2;0;1;1;3;0;1;0;9;0;3;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;0;2;0;3;0;7;7;7;7;7;7;7;7;7;7;;2;2;1;;3;;5;;3;0;3;1;1;1;2;4;1;5;2;2;2;2;1;2;4;2;2;3;3;2;1;3;2;2;99;99;99;99;3;3;1;3;1;5;2;;0;7;7;7;7;7;18;;9996;;3;3;3;1;3;2;0;8;Germany;3;3;2;5;5;4;99;;99;99;3;3;1;1;3;0;9997;;0;1;1;1;4;4;1;1;5;1;7;2;8;18;;1;9997;;1;8:23:00 PM;51;1;4;;5;;1;8;5;0;0;0;0;0;0;1;1;1;2;1;1;TUN03;34;1;2;5;;48;;7;.88465393;.88;0;0;0;0;1;0;0;0;1;0;11204019;1;Borj El Messaoudi;36.289848;9.0615501;PPL;6295630|6255146|TN|22|11204019;Earth|Africa|Tunisia|Gouvernorat de Siliana|Borj El Messaoudi;2;1
47312;TUN0576;33;32;4;2;1594;El  Krib;;;;;Borj El Messaou;2;72;802368;1;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;1;0;6;;1;;2;;1;;1;;1;9997;1;2;7;1;29-Apr-15;8:11:00 PM;55;5;;1;1;1;4;4;5;0;1;3;2;2;4;0;4;4;0;0;0;4;0;0;0;2;2;4;4;4;1;5;4;0;0;0;0;7;2;0;0;1;0;0;0;0;0;0;0;7;7;3;1;3;3;3;3;0;0;0;0;0;4;4;4;99;3;;;;9999;9996;9996;2;1;1;1;1;1;1;5;4;1;99;99;99;99;8;9;5;5;5;1;1;3;3;9;9;9;3;3;9;9;9;9;9;9;9;0;1;2;3;3;0;3;3;3;9;3;3;3;3;3;3;3;3;9;9;9;9;0;9;1;0;1;9;1;7;7;3;0;7;7;2;0;7;7;7;7;7;7;7;7;;9;1;33;Prices;4;;3;;1;1;9;1;1;1;1;9;1;3;4;9;3;3;1;1;1;3;3;3;2;2;1;3;1;1;99;99;99;99;3;3;1;9;4;5;1;;0;7;7;7;7;7;14;;17;;3;3;4;4;2;9;9;1;;3;9;9;5;5;9;99;;99;99;3;3;1;1;1;0;9997;;0;1;0;1;4;0;1;1;5;0;2;1;0;18;;6;9999;;99;9:14:00 PM;63;2;4;;5;;1;8;1;0;0;0;0;0;2;1;1;1;1;1;1;TUN17;40;2;2;5;;48;;7;.88465393;.88;0;0;0;0;1;0;0;0;1;0;11204019;1;Borj El Messaoudi;36.289848;9.0615501;PPL;6295630|6255146|TN|22|11204019;Earth|Africa|Tunisia|Gouvernorat de Siliana|Borj El Messaoudi;2;1
47313;TUN0577;33;32;4;2;1594;Bargou;;;;;Aïn Fourna;1;73;813512;1;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;9997;;9997;;9997;;9997;;9997;;9997;9997;2;1;3;1;29-Apr-15;9:10:00 AM;42;5;;1;4;3;2;4;4;2;3;0;3;3;5;0;4;4;0;0;0;4;0;0;0;2;1;4;4;4;4;1;4;0;0;1;1;1;4;0;0;1;0;0;0;0;0;0;0;7;7;3;1;3;3;3;2;1;0;0;0;0;5;5;5;99;1;Freedom;;;1;9996;9996;2;4;1;1;1;4;1;1;4;1;99;99;99;99;2;1;5;5;5;1;4;9;2;9;9;9;2;2;2;2;9;1;2;9;9;2;2;2;3;3;0;1;1;0;0;1;1;0;3;3;0;3;3;0;0;1;1;0;0;1;0;0;0;1;2;0;7;7;2;0;4;0;7;7;7;7;7;7;7;7;;9;0;3;;33;High prices;4;;1;0;4;1;1;1;2;1;6;3;4;3;1;1;1;1;1;3;3;1;3;1;3;3;3;1;99;99;99;99;3;4;1;2;3;4;1;;0;7;7;7;7;7;14;;2;;3;3;1;4;3;9;9;1;;1;9;9;5;5;9;99;;99;99;1;3;1;3;1;0;9997;;0;1;1;1;4;0;1;1;4;1;6;2;2;18;;6;1580;;1;10:09:00 AM;59;1;4;;5;;1;8;4;0;0;0;0;0;0;1;1;1;1;1;1;TUN17;40;2;2;5;;48;;7;.87086201;.87;0;0;0;0;1;0;0;0;1;0;11107576;3;Bargou;36.10627;9.6154699;ADM2;6295630|6255146|TN|22|11107576;Earth|Africa|Tunisia|Gouvernorat de Siliana|Bargou;1;1
